Provider_ID,Members,BP_Control_Rate,A1c_Control_Rate,LDL_Control_Rate,BCS_Closure,COL_Closure,KED_Closure,SPC_Closure,CBP_Closure,ER_Visits_per_1000,Admit_Rate_per_1000,Readmission_Rate,Avg_PMPM,Avg_HCC_Count,AWV_Rate,Recapture_Rate,Depression_Screening_Rate,FUH_Rate,Avg_SDOH_Burden,Chronic_Score,Preventive_Score,Care_Coordination_Score,Behavioral_Score,Equity_Adjusted,Composite_VBC_Score,Provider_Tier
P0012,70,0.8,1.0,0.5714285714285714,,,,,,0.0,0.0,0.0,700.3653133699311,2.942857142857143,1.0,1.0,1.0,1.0,0.4904761904761904,0.7904761904761904,,1.0,1.0,0.7414285714285714,,Gold
P0013,72,0.875,0.9861111111111112,0.4305555555555556,,,,,,0.0,0.0,0.0,720.7390857670621,2.2916666666666665,1.0,1.0,1.0,1.0,0.4583333333333333,0.763888888888889,,1.0,1.0,0.7180555555555557,,Gold
P0014,51,0.8627450980392157,1.0,0.47058823529411764,,,,,,0.0,0.0,0.0,711.7806267973408,2.4313725490196076,1.0,1.0,1.0,1.0,0.47058823529411764,0.7777777777777778,,1.0,1.0,0.7307189542483661,,Gold
P0015,52,0.8653846153846154,1.0,0.46153846153846156,,,,,,0.0,0.0,0.0,705.144690255386,2.6923076923076925,1.0,1.0,1.0,1.0,0.49358974358974356,0.7756410256410257,,1.0,1.0,0.7262820512820513,,Gold
P0016,44,0.8636363636363636,1.0,0.5227272727272727,,,,,,0.0,0.0,0.0,712.7543362677425,2.409090909090909,1.0,1.0,1.0,1.0,0.5,0.7954545454545455,,1.0,1.0,0.7454545454545455,,Gold
P0017,74,0.9054054054054054,0.972972972972973,0.527027027027027,,,,,,0.0,0.0,0.0,718.5964861329608,2.2837837837837838,1.0,1.0,1.0,1.0,0.48198198198198194,0.8018018018018017,,1.0,1.0,0.7536036036036036,,Gold
P0018,64,0.921875,1.0,0.484375,,,,,,0.0,0.0,0.0,696.4502660495725,2.53125,1.0,1.0,1.0,1.0,0.4895833333333333,0.8020833333333334,,1.0,1.0,0.753125,,Gold
P0019,48,0.8541666666666666,1.0,0.4791666666666667,,,,,,0.0,0.0,0.0,707.5795684068868,3.0833333333333335,1.0,1.0,1.0,1.0,0.4861111111111111,0.7777777777777777,,1.0,1.0,0.7291666666666665,,Gold
P0020,62,0.8387096774193549,1.0,0.4838709677419355,,,,,,0.0,0.0,0.0,700.9888711320215,2.3870967741935485,1.0,1.0,1.0,1.0,0.45698924731182794,0.7741935483870969,,1.0,1.0,0.7284946236559141,,Gold
P0021,61,0.9180327868852459,0.9836065573770492,0.5409836065573771,,,,,,0.0,0.0,0.0,693.5449112304348,2.3114754098360657,1.0,1.0,1.0,1.0,0.45901639344262296,0.814207650273224,,1.0,1.0,0.7683060109289617,,Gold
P0022,38,0.8947368421052632,0.9736842105263158,0.5789473684210527,,,,,,0.0,0.0,0.0,698.6997377937665,2.4210526315789473,1.0,1.0,1.0,1.0,0.4385964912280701,0.8157894736842106,,1.0,1.0,0.7719298245614036,,Gold
P0023,61,0.8688524590163934,1.0,0.47540983606557374,,,,,,0.0,0.0,0.0,710.2820934952576,2.622950819672131,1.0,1.0,1.0,1.0,0.4918032786885246,0.7814207650273223,,1.0,1.0,0.7322404371584699,,Gold
P0024,59,0.847457627118644,0.9830508474576272,0.5423728813559322,,,,,,0.0,0.0,0.0,692.5010667483948,2.4745762711864407,1.0,1.0,1.0,1.0,0.423728813559322,0.7909604519774011,,1.0,1.0,0.7485875706214689,,Gold
P0025,55,0.9272727272727272,1.0,0.4727272727272727,,,,,,0.0,0.0,0.0,709.7849014719347,2.290909090909091,1.0,1.0,1.0,1.0,0.47878787878787876,0.7999999999999999,,1.0,1.0,0.7521212121212121,,Gold
P0026,74,0.9324324324324325,0.972972972972973,0.4594594594594595,,,,,,0.0,0.0,0.0,694.0310942040442,2.418918918918919,1.0,1.0,1.0,1.0,0.5,0.7882882882882883,,1.0,1.0,0.7382882882882883,,Gold
P0027,63,0.9523809523809523,0.9682539682539683,0.47619047619047616,,,,,,0.0,0.0,0.0,709.7682312188571,2.5873015873015874,1.0,1.0,1.0,1.0,0.5132275132275133,0.798941798941799,,1.0,1.0,0.7476190476190476,,Gold
P0028,54,0.8888888888888888,0.9814814814814815,0.42592592592592593,,,,,,0.0,0.0,0.0,712.4405285938813,2.4814814814814814,1.0,1.0,1.0,1.0,0.49382716049382713,0.7654320987654321,,1.0,1.0,0.7160493827160493,,Gold
P0029,57,0.8947368421052632,0.9824561403508771,0.45614035087719296,,,,,,0.0,0.0,0.0,702.206308816208,2.3684210526315788,1.0,1.0,1.0,1.0,0.5263157894736842,0.7777777777777778,,1.0,1.0,0.7251461988304093,,Gold
P0030,55,0.9090909090909091,0.9818181818181818,0.4727272727272727,,,,,,0.0,0.0,0.0,684.2404461279124,2.290909090909091,1.0,1.0,1.0,1.0,0.5696969696969697,0.787878787878788,,1.0,1.0,0.730909090909091,,Gold
P0031,52,0.9423076923076923,0.9807692307692307,0.46153846153846156,,,,,,0.0,0.0,0.0,724.6406255933377,2.25,1.0,1.0,1.0,1.0,0.5192307692307693,0.7948717948717948,,1.0,1.0,0.7429487179487179,,Gold
P0032,59,0.847457627118644,1.0,0.4915254237288136,,,,,,0.0,0.0,0.0,693.7233326965346,2.5084745762711864,1.0,1.0,1.0,1.0,0.4406779661016949,0.7796610169491526,,1.0,1.0,0.7355932203389831,,Gold
P0033,53,0.8679245283018868,1.0,0.37735849056603776,,,,,,0.0,0.0,0.0,710.3264187836076,2.3207547169811322,1.0,1.0,1.0,1.0,0.4842767295597484,0.7484276729559749,,1.0,1.0,0.7000000000000001,,Gold
P0034,60,0.8833333333333333,1.0,0.55,,,,,,0.0,0.0,0.0,698.2111696807158,2.466666666666667,1.0,1.0,1.0,1.0,0.4666666666666667,0.8111111111111112,,1.0,1.0,0.7644444444444446,,Gold
P0035,56,0.9285714285714286,1.0,0.5714285714285714,,,,,,0.0,0.0,0.0,702.1425118351581,1.6607142857142858,1.0,1.0,1.0,1.0,0.42857142857142855,0.8333333333333334,,1.0,1.0,0.7904761904761906,,Gold
P0036,73,0.8356164383561644,0.9863013698630136,0.5616438356164384,,,,,,0.0,0.0,0.0,695.5662267377377,2.712328767123288,1.0,1.0,1.0,1.0,0.5342465753424658,0.7945205479452054,,1.0,1.0,0.7410958904109588,,Gold
P0037,71,0.8732394366197183,0.9577464788732394,0.5211267605633803,,,,,,0.0,0.0,0.0,689.1480880459904,2.816901408450704,1.0,1.0,1.0,1.0,0.5727699530516431,0.784037558685446,,1.0,1.0,0.7267605633802817,,Gold
P0038,49,0.8979591836734694,1.0,0.5918367346938775,,,,,,0.0,0.0,0.0,717.8890245562724,2.816326530612245,1.0,1.0,1.0,1.0,0.5306122448979592,0.8299319727891157,,1.0,1.0,0.7768707482993198,,Gold
P0039,53,0.9245283018867925,0.9811320754716981,0.660377358490566,,,,,,0.0,0.0,0.0,691.8453984183897,2.4716981132075473,1.0,1.0,1.0,1.0,0.4465408805031446,0.8553459119496855,,1.0,1.0,0.810691823899371,,Gold
P0040,44,0.8181818181818182,1.0,0.4772727272727273,,,,,,0.0,0.0,0.0,699.9405149267733,2.409090909090909,1.0,1.0,1.0,1.0,0.5681818181818182,0.7651515151515152,,1.0,1.0,0.7083333333333335,,Gold
P0041,62,0.8709677419354839,0.9838709677419355,0.4032258064516129,,,,,,0.0,0.0,0.0,701.225343164349,2.6451612903225805,1.0,1.0,1.0,1.0,0.45698924731182794,0.7526881720430109,,1.0,1.0,0.7069892473118281,,Gold
P0042,55,0.8727272727272727,1.0,0.5636363636363636,,,,,,0.0,0.0,0.0,708.9873430793759,1.9090909090909092,1.0,1.0,1.0,1.0,0.5393939393939393,0.812121212121212,,1.0,1.0,0.7581818181818181,,Gold
P0043,62,0.8709677419354839,0.9838709677419355,0.5161290322580645,,,,,,0.0,0.0,0.0,697.3570609267151,3.0806451612903225,1.0,1.0,1.0,1.0,0.44086021505376344,0.7903225806451614,,1.0,1.0,0.746236559139785,,Gold
P0044,66,0.8333333333333334,1.0,0.6515151515151515,,,,,,0.0,0.0,0.0,676.7526384059183,2.893939393939394,1.0,1.0,1.0,1.0,0.45454545454545453,0.8282828282828283,,1.0,1.0,0.7828282828282829,,Gold
P0045,47,0.7872340425531915,1.0,0.5106382978723404,,,,,,0.0,0.0,0.0,696.8234669747428,2.276595744680851,1.0,1.0,1.0,1.0,0.5106382978723404,0.7659574468085105,,1.0,1.0,0.7148936170212765,,Gold
P0046,64,0.8125,1.0,0.5,,,,,,0.0,0.0,0.0,711.9789168847263,2.28125,1.0,1.0,1.0,1.0,0.5,0.7708333333333334,,1.0,1.0,0.7208333333333333,,Gold
P0047,51,0.8431372549019608,1.0,0.5098039215686274,,,,,,0.0,0.0,0.0,695.6353910963364,2.4901960784313726,1.0,1.0,1.0,1.0,0.3986928104575163,0.7843137254901961,,1.0,1.0,0.7444444444444445,,Gold
P0048,62,0.9032258064516129,1.0,0.5161290322580645,,,,,,0.0,0.0,0.0,696.92939534158,2.3548387096774195,1.0,1.0,1.0,1.0,0.5268817204301075,0.8064516129032259,,1.0,1.0,0.7537634408602151,,Gold
P0049,62,0.8870967741935484,0.9516129032258065,0.5806451612903226,,,,,,0.0,0.0,0.0,707.6344316683919,2.306451612903226,1.0,1.0,1.0,1.0,0.47849462365591394,0.8064516129032259,,1.0,1.0,0.7586021505376345,,Gold
P0050,61,0.8524590163934426,1.0,0.4918032786885246,,,,,,0.0,0.0,0.0,704.2162920416733,2.3278688524590163,1.0,1.0,1.0,1.0,0.47540983606557374,0.7814207650273225,,1.0,1.0,0.7338797814207652,,Gold
P0051,47,0.48936170212765956,0.723404255319149,0.06382978723404255,,,,,,340.4255319148936,191.48936170212767,0.5319148936170213,904.6115975409849,2.5106382978723403,0.46808510638297873,0.5106382978723404,1.0,0.46808510638297873,0.48936170212765956,0.425531914893617,,0.46808510638297873,1.0,0.37659574468085105,,Silver
P0052,68,0.47058823529411764,0.8088235294117647,0.08823529411764706,,,,,,352.94117647058823,102.94117647058823,0.38235294117647056,908.2811726959042,2.6176470588235294,0.45588235294117646,0.5294117647058824,1.0,0.5588235294117647,0.5,0.4558823529411764,,0.5588235294117647,1.0,0.4058823529411764,,Silver
P0053,67,0.4626865671641791,0.7910447761194029,0.13432835820895522,,,,,,313.43283582089555,119.40298507462687,0.4925373134328358,895.2469082815505,2.1343283582089554,0.5074626865671642,0.5373134328358209,1.0,0.5373134328358209,0.5174129353233831,0.4626865671641791,,0.5373134328358209,1.0,0.4109452736318408,,Silver
P0054,49,0.40816326530612246,0.7551020408163265,0.061224489795918366,,,,,,448.9795918367347,142.85714285714286,0.5102040816326531,901.190003461726,2.5714285714285716,0.5102040816326531,0.46938775510204084,1.0,0.5306122448979592,0.45578231292517,0.40816326530612246,,0.5306122448979592,1.0,0.3625850340136054,,Silver
P0055,63,0.4444444444444444,0.7301587301587301,0.07936507936507936,,,,,,349.20634920634916,269.8412698412698,0.49206349206349204,885.5364205428687,2.8412698412698414,0.5238095238095238,0.47619047619047616,1.0,0.5238095238095238,0.48677248677248675,0.4179894179894179,,0.5238095238095238,1.0,0.36931216931216926,,Silver
P0056,71,0.43661971830985913,0.704225352112676,0.07042253521126761,,,,,,366.19718309859155,253.52112676056336,0.5211267605633803,906.0582209721243,2.647887323943662,0.5492957746478874,0.5211267605633803,1.0,0.5492957746478874,0.49295774647887325,0.4037558685446008,,0.5492957746478874,1.0,0.3544600938967135,,Silver
P0057,65,0.5692307692307692,0.8153846153846154,0.13846153846153847,,,,,,476.92307692307696,215.3846153846154,0.47692307692307695,890.3208857853173,2.1076923076923078,0.4461538461538462,0.6153846153846154,1.0,0.5538461538461539,0.5384615384615384,0.5076923076923077,,0.5538461538461539,1.0,0.4538461538461538,,Silver
P0058,65,0.5692307692307692,0.6923076923076923,0.06153846153846154,,,,,,400.0,276.92307692307696,0.46153846153846156,896.8958801244006,2.292307692307692,0.5384615384615384,0.4153846153846154,1.0,0.5692307692307692,0.5333333333333333,0.441025641025641,,0.5692307692307692,1.0,0.38769230769230767,,Silver
P0059,71,0.49295774647887325,0.7746478873239436,0.08450704225352113,,,,,,422.53521126760563,169.01408450704224,0.5070422535211268,894.8579050311655,2.816901408450704,0.5352112676056338,0.4507042253521127,1.0,0.5915492957746479,0.4976525821596243,0.4507042253521127,,0.5915492957746479,1.0,0.40093896713615024,,Silver
P0060,46,0.5217391304347826,0.782608695652174,0.10869565217391304,,,,,,456.52173913043475,108.69565217391305,0.5434782608695652,898.2943842417039,2.5869565217391304,0.5434782608695652,0.5,1.0,0.41304347826086957,0.46376811594202894,0.4710144927536232,,0.41304347826086957,1.0,0.42463768115942035,,Silver
P0061,49,0.30612244897959184,0.6938775510204082,0.061224489795918366,,,,,,469.38775510204084,163.26530612244898,0.5918367346938775,903.2782368785555,2.0816326530612246,0.5102040816326531,0.5306122448979592,1.0,0.5714285714285714,0.564625850340136,0.35374149659863946,,0.5714285714285714,1.0,0.2972789115646258,,Silver
P0062,50,0.34,0.9,0.12,,,,,,400.0,220.0,0.54,895.2166827653662,2.5,0.48,0.76,1.0,0.42,0.4666666666666666,0.4533333333333333,,0.42,1.0,0.4066666666666666,,Silver
P0063,70,0.4857142857142857,0.7,0.07142857142857142,,,,,,457.1428571428571,128.57142857142856,0.4142857142857143,906.8549132787916,2.3285714285714287,0.5,0.42857142857142855,1.0,0.45714285714285713,0.5,0.41904761904761906,,0.45714285714285713,1.0,0.36904761904761907,,Silver
P0064,74,0.581081081081081,0.7837837837837838,0.05405405405405406,,,,,,391.8918918918919,243.24324324324326,0.43243243243243246,911.602367248547,2.689189189189189,0.4594594594594595,0.47297297297297297,1.0,0.5675675675675675,0.46846846846846846,0.47297297297297297,,0.5675675675675675,1.0,0.4261261261261261,,Silver
P0065,64,0.375,0.75,0.109375,,,,,,546.875,109.375,0.53125,902.6440420165432,3.03125,0.484375,0.421875,1.0,0.515625,0.4895833333333333,0.4114583333333333,,0.515625,1.0,0.3625,,Silver
P0066,66,0.5909090909090909,0.6666666666666666,0.13636363636363635,,,,,,409.0909090909091,151.51515151515153,0.5757575757575758,890.5926503432274,2.4545454545454546,0.5909090909090909,0.4696969696969697,1.0,0.4696969696969697,0.5252525252525252,0.4646464646464647,,0.4696969696969697,1.0,0.41212121212121217,,Silver
P0067,64,0.5625,0.703125,0.046875,,,,,,437.5,265.625,0.453125,882.4740814941446,2.71875,0.53125,0.484375,1.0,0.5625,0.546875,0.4375,,0.5625,1.0,0.3828125,,Silver
P0068,52,0.5769230769230769,0.7884615384615384,0.09615384615384616,,,,,,480.7692307692308,192.30769230769232,0.5,895.7457383337636,2.75,0.5192307692307693,0.5384615384615384,1.0,0.6538461538461539,0.48717948717948717,0.4871794871794872,,0.6538461538461539,1.0,0.4384615384615385,,Silver
P0069,67,0.4925373134328358,0.8656716417910447,0.14925373134328357,,,,,,328.35820895522386,149.25373134328356,0.5074626865671642,894.7817244115312,2.5522388059701493,0.5074626865671642,0.373134328358209,1.0,0.5671641791044776,0.5323383084577115,0.5024875621890547,,0.5671641791044776,1.0,0.4492537313432835,,Silver
P0070,63,0.5714285714285714,0.7301587301587301,0.1111111111111111,,,,,,396.8253968253968,301.58730158730157,0.6031746031746031,926.572354355809,2.5873015873015874,0.4603174603174603,0.5396825396825397,1.0,0.5079365079365079,0.455026455026455,0.4708994708994709,,0.5079365079365079,1.0,0.4253968253968254,,Silver
P0071,63,0.4126984126984127,0.6666666666666666,0.06349206349206349,,,,,,349.20634920634916,238.09523809523807,0.38095238095238093,882.2013470213318,2.873015873015873,0.4603174603174603,0.5396825396825397,1.0,0.5396825396825397,0.4708994708994709,0.38095238095238093,,0.5396825396825397,1.0,0.33386243386243386,,Silver
P0072,63,0.3968253968253968,0.7777777777777778,0.015873015873015872,,,,,,444.4444444444444,158.73015873015873,0.5238095238095238,891.5674909139024,2.3492063492063493,0.5555555555555556,0.5079365079365079,1.0,0.5873015873015873,0.48148148148148145,0.3968253968253968,,0.5873015873015873,1.0,0.34867724867724864,,Silver
P0073,52,0.36538461538461536,0.6730769230769231,0.09615384615384616,,,,,,288.46153846153845,269.2307692307692,0.4230769230769231,881.0058928326829,2.8076923076923075,0.46153846153846156,0.46153846153846156,1.0,0.5192307692307693,0.41025641025641024,0.37820512820512825,,0.5192307692307693,1.0,0.3371794871794872,,Silver
P0074,50,0.48,0.72,0.06,,,,,,300.0,260.0,0.5,888.7667075119795,2.58,0.48,0.42,1.0,0.56,0.5333333333333333,0.42,,0.56,1.0,0.36666666666666664,,Silver
P0075,47,0.6382978723404256,0.5957446808510638,0.06382978723404255,,,,,,617.0212765957447,148.93617021276594,0.5106382978723404,904.513081613688,2.4893617021276597,0.5106382978723404,0.7659574468085106,1.0,0.5957446808510638,0.5177304964539007,0.4326241134751773,,0.5957446808510638,1.0,0.38085106382978723,,Silver
P0076,62,0.3548387096774194,0.7096774193548387,0.0967741935483871,,,,,,306.4516129032258,145.16129032258067,0.43548387096774194,902.8255453372774,2.4193548387096775,0.5,0.532258064516129,1.0,0.45161290322580644,0.49462365591397844,0.3870967741935483,,0.45161290322580644,1.0,0.3376344086021505,,Silver
P0077,52,0.5961538461538461,0.6730769230769231,0.057692307692307696,,,,,,384.61538461538464,211.53846153846155,0.46153846153846156,905.0431162995841,2.6346153846153846,0.5384615384615384,0.5576923076923077,1.0,0.5192307692307693,0.49358974358974356,0.4423076923076923,,0.5192307692307693,1.0,0.39294871794871794,,Silver
P0078,57,0.631578947368421,0.7017543859649122,0.07017543859649122,,,,,,350.8771929824561,298.2456140350877,0.5087719298245614,895.1370593021968,2.4035087719298245,0.47368421052631576,0.5263157894736842,1.0,0.42105263157894735,0.5029239766081871,0.4678362573099415,,0.42105263157894735,1.0,0.4175438596491228,,Silver
P0079,57,0.5087719298245614,0.7017543859649122,0.05263157894736842,,,,,,333.3333333333333,228.07017543859646,0.5087719298245614,893.4209275995419,2.56140350877193,0.43859649122807015,0.5263157894736842,1.0,0.5614035087719298,0.4678362573099415,0.42105263157894735,,0.5614035087719298,1.0,0.3742690058479532,,Silver
P0080,54,0.4074074074074074,0.7777777777777778,0.1111111111111111,,,,,,333.3333333333333,166.66666666666666,0.46296296296296297,907.3028669853775,2.4814814814814814,0.42592592592592593,0.5925925925925926,1.0,0.5555555555555556,0.5123456790123456,0.43209876543209874,,0.5555555555555556,1.0,0.3808641975308642,,Silver
P0081,66,0.45454545454545453,0.7424242424242424,0.06060606060606061,,,,,,363.6363636363636,166.66666666666666,0.5151515151515151,883.823389850527,2.303030303030303,0.5,0.5454545454545454,1.0,0.5151515151515151,0.4696969696969697,0.41919191919191917,,0.5151515151515151,1.0,0.3722222222222222,,Silver
P0082,56,0.48214285714285715,0.6785714285714286,0.08928571428571429,,,,,,464.2857142857143,214.28571428571428,0.44642857142857145,899.9487316616779,2.75,0.39285714285714285,0.4642857142857143,1.0,0.4642857142857143,0.48214285714285715,0.4166666666666667,,0.4642857142857143,1.0,0.368452380952381,,Silver
P0083,49,0.3673469387755102,0.673469387755102,0.12244897959183673,,,,,,367.34693877551024,204.08163265306123,0.4897959183673469,881.6921263416749,2.0816326530612246,0.4489795918367347,0.5714285714285714,1.0,0.4489795918367347,0.5442176870748299,0.3877551020408163,,0.4489795918367347,1.0,0.3333333333333333,,Silver
P0084,69,0.42028985507246375,0.7536231884057971,0.057971014492753624,,,,,,478.26086956521743,173.91304347826087,0.6086956521739131,873.5907369314727,2.289855072463768,0.5362318840579711,0.5072463768115942,1.0,0.42028985507246375,0.5072463768115942,0.4106280193236715,,0.42028985507246375,1.0,0.35990338164251207,,Silver
P0085,55,0.2545454545454545,0.6727272727272727,0.16363636363636364,,,,,,290.9090909090909,218.18181818181816,0.509090909090909,875.2120540441334,2.327272727272727,0.5454545454545454,0.4909090909090909,1.0,0.5636363636363636,0.5878787878787878,0.3636363636363636,,0.5636363636363636,1.0,0.3048484848484848,,Silver
P0086,52,0.4807692307692308,0.6923076923076923,0.09615384615384616,,,,,,250.0,230.76923076923077,0.5576923076923077,902.8228965031274,2.519230769230769,0.5,0.46153846153846156,1.0,0.5192307692307693,0.5192307692307693,0.42307692307692313,,0.5192307692307693,1.0,0.37115384615384617,,Silver
P0087,57,0.43859649122807015,0.7368421052631579,0.08771929824561403,,,,,,315.7894736842105,192.98245614035088,0.45614035087719296,895.3344612859049,2.2280701754385963,0.42105263157894735,0.5789473684210527,1.0,0.42105263157894735,0.5789473684210527,0.42105263157894735,,0.42105263157894735,1.0,0.36315789473684207,,Silver
P0088,51,0.49019607843137253,0.7058823529411765,0.11764705882352941,,,,,,352.94117647058823,78.43137254901961,0.4117647058823529,896.1662492301886,2.5098039215686274,0.5490196078431373,0.5490196078431373,1.0,0.45098039215686275,0.43790849673202614,0.43790849673202614,,0.45098039215686275,1.0,0.3941176470588235,,Silver
P0089,62,0.4838709677419355,0.7741935483870968,0.03225806451612903,,,,,,467.7419354838709,161.29032258064515,0.41935483870967744,905.9659489921376,2.435483870967742,0.532258064516129,0.5483870967741935,1.0,0.5645161290322581,0.46774193548387094,0.43010752688172044,,0.5645161290322581,1.0,0.38333333333333336,,Silver
P0090,52,0.5384615384615384,0.8076923076923077,0.11538461538461539,,,,,,307.69230769230774,192.30769230769232,0.5,913.9847495842564,2.2884615384615383,0.4807692307692308,0.5192307692307693,1.0,0.5384615384615384,0.46794871794871795,0.4871794871794872,,0.5384615384615384,1.0,0.44038461538461543,,Silver
P0091,51,0.45098039215686275,0.7647058823529411,0.13725490196078433,,,,,,529.4117647058823,196.078431372549,0.47058823529411764,887.0088332955744,2.3333333333333335,0.5882352941176471,0.4117647058823529,1.0,0.43137254901960786,0.5098039215686274,0.4509803921568627,,0.43137254901960786,1.0,0.39999999999999997,,Silver
P0092,56,0.375,0.75,0.10714285714285714,,,,,,482.14285714285717,160.71428571428572,0.5892857142857143,892.2039476066949,2.517857142857143,0.48214285714285715,0.48214285714285715,1.0,0.5,0.4523809523809524,0.41071428571428575,,0.5,1.0,0.3654761904761905,,Silver
P0093,61,0.4098360655737705,0.7377049180327869,0.14754098360655737,,,,,,524.5901639344263,278.6885245901639,0.5737704918032787,893.6391636722193,2.901639344262295,0.47540983606557374,0.5081967213114754,1.0,0.6885245901639344,0.4972677595628415,0.43169398907103823,,0.6885245901639344,1.0,0.38196721311475407,,Silver
P0094,69,0.36231884057971014,0.782608695652174,0.11594202898550725,,,,,,449.27536231884056,115.94202898550725,0.391304347826087,897.0377915384856,2.536231884057971,0.43478260869565216,0.5797101449275363,1.0,0.5072463768115942,0.5507246376811594,0.4202898550724638,,0.5072463768115942,1.0,0.3652173913043478,,Silver
P0095,65,0.47692307692307695,0.6461538461538462,0.06153846153846154,,,,,,415.3846153846154,123.07692307692308,0.4,886.6307630593698,2.5538461538461537,0.47692307692307695,0.5230769230769231,1.0,0.49230769230769234,0.46153846153846156,0.39487179487179486,,0.49230769230769234,1.0,0.3487179487179487,,Silver
P0096,63,0.3968253968253968,0.6666666666666666,0.06349206349206349,,,,,,412.69841269841265,174.60317460317458,0.4603174603174603,913.2696554870523,2.2222222222222223,0.4126984126984127,0.4603174603174603,1.0,0.6349206349206349,0.43915343915343913,0.37566137566137564,,0.6349206349206349,1.0,0.33174603174603173,,Silver
P0097,66,0.5,0.7121212121212122,0.06060606060606061,,,,,,378.7878787878788,287.8787878787879,0.5,905.4553151270787,2.5454545454545454,0.5454545454545454,0.5151515151515151,1.0,0.4696969696969697,0.48989898989898983,0.42424242424242425,,0.4696969696969697,1.0,0.3752525252525253,,Silver
P0098,67,0.4626865671641791,0.746268656716418,0.04477611940298507,,,,,,313.43283582089555,104.4776119402985,0.5671641791044776,891.0439000992097,2.328358208955224,0.5522388059701493,0.5074626865671642,1.0,0.4626865671641791,0.44776119402985076,0.41791044776119407,,0.4626865671641791,1.0,0.373134328358209,,Silver
P0099,44,0.45454545454545453,0.7954545454545454,0.13636363636363635,,,,,,363.6363636363636,250.0,0.6136363636363636,915.5200585234448,2.3863636363636362,0.4318181818181818,0.4090909090909091,1.0,0.45454545454545453,0.4924242424242424,0.4621212121212121,,0.45454545454545453,1.0,0.41287878787878785,,Silver
P0100,68,0.4411764705882353,0.8088235294117647,0.11764705882352941,,,,,,426.4705882352941,147.05882352941177,0.45588235294117646,898.2427462708393,2.588235294117647,0.5294117647058824,0.5147058823529411,1.0,0.5,0.4852941176470588,0.45588235294117646,,0.5,1.0,0.4073529411764706,,Silver
