Provider_ID,Members,BP_Control_Rate,A1c_Control_Rate,LDL_Control_Rate,Avg_PMPM,ER_Visits_per_1000,Admit_Rate_per_1000,Readmission_Rate,BPD_Closure,CBP_Closure,COA_Closure,GSD_Closure,LSC_Closure,PPC_Closure,TRC_Closure,WCC_Closure,Chronic_Score,Preventive_Score,Care_Coordination_Score,Behavioral_Score,Composite_VBC_Score,Provider_Tier
P0205,38,0.5789473684210527,0.7368421052631579,0.2894736842105263,862.1975284594041,368.4210526315789,105.26315789473684,0.6052631578947368,0.3076923076923077,0.5789473684210527,0.631578947368421,0.46153846153846156,0.5925925925925926,0.5769230769230769,0.64,0.625,0.5350877192982456,0.5392159619133303,0.6084615384615384,0.46153846153846156,0.5362085395111711,Gold
P0083,54,0.6481481481481481,0.6296296296296297,0.09259259259259259,872.1110249012941,462.962962962963,185.18518518518516,0.5185185185185185,0.4827586206896552,0.4594594594594595,0.5142857142857142,0.6,0.5757575757575758,0.5111111111111111,0.6410256410256411,0.6285714285714286,0.4567901234567901,0.5503433348260934,0.576068376068376,0.6,0.5354826484711542,Gold
P0089,49,0.5102040816326531,0.7755102040816326,0.16326530612244897,870.350301756497,387.7551020408163,204.08163265306123,0.40816326530612246,0.6,0.5,0.53125,0.5151515151515151,0.43333333333333335,0.5925925925925926,0.7142857142857143,0.5263157894736842,0.4829931972789115,0.5227247807017544,0.6534391534391535,0.5151515151515151,0.5346388954438767,Gold
P0186,63,0.6666666666666666,0.7936507936507936,0.3492063492063492,873.3353197290613,444.4444444444444,238.09523809523807,0.5873015873015873,0.5,0.525,0.45,0.5681818181818182,0.43243243243243246,0.5,0.36363636363636365,0.6222222222222222,0.6031746031746031,0.5011636636636636,0.4318181818181818,0.5681818181818182,0.5333416988416988,Gold
P0151,76,0.5526315789473685,0.6578947368421053,0.10526315789473684,855.3448970247114,434.2105263157895,236.8421052631579,0.5,0.5306122448979592,0.4418604651162791,0.6111111111111112,0.6136363636363636,0.574468085106383,0.5,0.660377358490566,0.46551724137931033,0.4385964912280702,0.545427170623691,0.5801886792452831,0.6136363636363636,0.5318354935439453,Gold
P0122,63,0.5873015873015873,0.746031746031746,0.1746031746031746,848.643484411179,333.3333333333333,142.85714285714286,0.5396825396825397,0.6,0.5121951219512195,0.5454545454545454,0.5581395348837209,0.4772727272727273,0.4666666666666667,0.5945945945945946,0.5652173913043478,0.5026455026455027,0.5469861660079052,0.5306306306306307,0.5581395348837209,0.5317567204316447,Gold
P0094,58,0.6206896551724138,0.7068965517241379,0.22413793103448276,862.093433202339,431.03448275862064,224.13793103448276,0.5172413793103449,0.6875,0.30952380952380953,0.4318181818181818,0.5454545454545454,0.5,0.6486486486486487,0.425,0.5128205128205128,0.5172413793103448,0.5330346736596736,0.5368243243243244,0.5454545454545454,0.531222723959793,Gold
P0199,68,0.6323529411764706,0.6764705882352942,0.1323529411764706,852.4048751063575,382.35294117647055,161.76470588235296,0.5441176470588235,0.6590909090909091,0.574468085106383,0.5,0.5849056603773585,0.4878048780487805,0.5714285714285714,0.45454545454545453,0.6,0.4803921568627451,0.5617239467849224,0.512987012987013,0.5849056603773585,0.530586729968731,Gold
P0152,53,0.5094339622641509,0.7169811320754716,0.1509433962264151,849.0540221301578,471.6981132075472,132.0754716981132,0.4716981132075472,0.5238095238095238,0.46153846153846156,0.6285714285714286,0.5833333333333334,0.6216216216216216,0.6363636363636364,0.5,0.4117647058823529,0.45911949685534587,0.5464418199712316,0.5681818181818181,0.5833333333333334,0.5302249788886859,Gold
P0146,57,0.543859649122807,0.6666666666666666,0.24561403508771928,842.5195600786993,385.96491228070175,157.89473684210526,0.49122807017543857,0.627906976744186,0.4634146341463415,0.35135135135135137,0.65,0.625,0.475,0.43902439024390244,0.5833333333333334,0.48538011695906436,0.5468979153572177,0.45701219512195124,0.65,0.5298554927513118,Gold
P0222,66,0.5606060606060606,0.7424242424242424,0.15151515151515152,835.0137167624755,454.5454545454545,212.12121212121212,0.4696969696969697,0.5306122448979592,0.5,0.575,0.5106382978723404,0.5,0.5306122448979592,0.6744186046511628,0.5555555555555556,0.48484848484848486,0.5402919501133787,0.602515424774561,0.5106382978723404,0.5290640057126414,Gold
P0148,46,0.4782608695652174,0.7391304347826086,0.17391304347826086,880.3463130216014,456.52173913043475,108.69565217391305,0.5652173913043478,0.6296296296296297,0.5217391304347826,0.4444444444444444,0.5294117647058824,0.4583333333333333,0.6428571428571429,0.5161290322580645,0.71875,0.463768115942029,0.5627893518518519,0.5794930875576036,0.5294117647058824,0.5277677860726651,Gold
P0175,51,0.45098039215686275,0.7843137254901961,0.3333333333333333,857.0636998503215,450.98039215686276,156.86274509803923,0.5294117647058824,0.48484848484848486,0.575,0.6111111111111112,0.4594594594594595,0.5172413793103449,0.5714285714285714,0.6216216216216216,0.5135135135135135,0.5228758169934641,0.5316786221958636,0.5965250965250966,0.4594594594594595,0.5273871868496616,Gold
P0110,78,0.6410256410256411,0.8076923076923077,0.20512820512820512,857.3395061300256,282.05128205128204,115.38461538461539,0.5384615384615384,0.5306122448979592,0.3888888888888889,0.42857142857142855,0.48214285714285715,0.4642857142857143,0.5510204081632653,0.5789473684210527,0.5964912280701754,0.5512820512820513,0.5049901539563194,0.564983888292159,0.48214285714285715,0.5272328486050292,Gold
P0036,59,0.559322033898305,0.7288135593220338,0.1864406779661017,850.3103593621736,457.6271186440678,254.23728813559322,0.5084745762711864,0.4857142857142857,0.5121951219512195,0.5555555555555556,0.5609756097560976,0.47368421052631576,0.6764705882352942,0.5135135135135135,0.46153846153846156,0.4915254237288135,0.4941231283336547,0.5949920508744038,0.5609756097560976,0.5268361436527439,Gold
P0155,50,0.52,0.86,0.08,854.7941983344152,500.0,140.0,0.5,0.5161290322580645,0.4117647058823529,0.5151515151515151,0.6451612903225806,0.47058823529411764,0.4444444444444444,0.40625,0.7333333333333333,0.48666666666666664,0.5588005290092577,0.4253472222222222,0.6451612903225806,0.5262991839648861,Gold
P0181,63,0.5079365079365079,0.7142857142857143,0.23809523809523808,849.6116553507651,412.69841269841265,269.8412698412698,0.5873015873015873,0.5681818181818182,0.4358974358974359,0.46153846153846156,0.6744186046511628,0.38636363636363635,0.46938775510204084,0.5581395348837209,0.4772727272727273,0.4867724867724868,0.4733391608391609,0.5137636449928809,0.6744186046511628,0.5259386107309696,Gold
P0054,75,0.48,0.6933333333333334,0.16,860.4346277022132,453.3333333333333,186.66666666666669,0.5733333333333334,0.66,0.4339622641509434,0.44680851063829785,0.5106382978723404,0.4528301886792453,0.58,0.6666666666666666,0.673469387755102,0.4444444444444444,0.5582770217681613,0.6233333333333333,0.5106382978723404,0.5253341145584421,Gold
P0150,61,0.5901639344262295,0.7213114754098361,0.18032786885245902,864.9516236058633,409.8360655737705,180.32786885245903,0.5409836065573771,0.5555555555555556,0.5897435897435898,0.391304347826087,0.5588235294117647,0.5128205128205128,0.5121951219512195,0.6571428571428571,0.5,0.4972677595628416,0.4899201040505388,0.5846689895470383,0.5588235294117647,0.5250018159860208,Gold
P0051,49,0.5918367346938775,0.8571428571428571,0.12244897959183673,860.2044191742792,224.48979591836735,224.48979591836735,0.5714285714285714,0.5428571428571428,0.4722222222222222,0.5945945945945946,0.5555555555555556,0.5666666666666667,0.35294117647058826,0.5151515151515151,0.5666666666666667,0.5238095238095238,0.5676962676962677,0.4340463458110517,0.5555555555555556,0.5244943828473241,Gold
P0015,60,0.55,0.8333333333333334,0.21666666666666667,872.8717075569955,350.0,216.66666666666669,0.5666666666666667,0.6153846153846154,0.5,0.6,0.5263157894736842,0.5,0.4523809523809524,0.4772727272727273,0.5,0.5333333333333333,0.5538461538461539,0.4648268398268398,0.5263157894736842,0.5239721156036945,Gold
P0225,64,0.546875,0.703125,0.28125,848.1888749238832,312.5,171.875,0.484375,0.5263157894736842,0.58,0.40816326530612246,0.5945945945945946,0.5555555555555556,0.4146341463414634,0.6086956521739131,0.46511627906976744,0.5104166666666666,0.4887877223512824,0.5116648992576882,0.5945945945945946,0.521445794362149,Gold
P0157,53,0.5660377358490566,0.8113207547169812,0.2830188679245283,839.2797089151279,509.4339622641509,132.0754716981132,0.4716981132075472,0.5,0.45454545454545453,0.5428571428571428,0.42424242424242425,0.7096774193548387,0.40476190476190477,0.5384615384615384,0.6052631578947368,0.5534591194968553,0.5894494300266796,0.4716117216117216,0.42424242424242425,0.5213235878172932,Gold
P0123,52,0.6153846153846154,0.6923076923076923,0.11538461538461539,851.1306826263123,461.53846153846155,269.2307692307692,0.5,0.4827586206896552,0.5151515151515151,0.4857142857142857,0.5833333333333334,0.5277777777777778,0.5882352941176471,0.5277777777777778,0.5151515151515151,0.4743589743589744,0.5028505498333085,0.5580065359477124,0.5833333333333334,0.5208609996044073,Gold
P0138,73,0.410958904109589,0.7534246575342466,0.273972602739726,851.132216540396,506.8493150684932,273.972602739726,0.5342465753424658,0.54,0.56,0.5416666666666666,0.5609756097560976,0.6,0.5,0.5106382978723404,0.5121951219512195,0.4794520547945205,0.5484654471544715,0.5053191489361701,0.5609756097560976,0.5202539344759521,Gold
P0128,68,0.4852941176470588,0.7352941176470589,0.14705882352941177,871.0915265417945,352.94117647058823,161.76470588235296,0.47058823529411764,0.4878048780487805,0.5348837209302325,0.5348837209302325,0.5111111111111111,0.5909090909090909,0.5777777777777777,0.5918367346938775,0.6,0.45588235294117646,0.553399422472026,0.5848072562358276,0.5111111111111111,0.5200178647027315,Gold
P0248,48,0.4583333333333333,0.8333333333333334,0.14583333333333334,864.41719733834,437.5,250.0,0.3958333333333333,0.5483870967741935,0.36666666666666664,0.42857142857142855,0.5588235294117647,0.47058823529411764,0.6451612903225806,0.6129032258064516,0.3939393939393939,0.4791666666666667,0.4603715386447834,0.6290322580645161,0.5588235294117647,0.5198085216491289,Gold
P0244,83,0.5662650602409639,0.7108433734939759,0.18072289156626506,875.5371082795593,373.49397590361446,240.96385542168676,0.5783132530120482,0.42857142857142855,0.5614035087719298,0.625,0.5081967213114754,0.5652173913043478,0.49122807017543857,0.6896551724137931,0.44,0.4859437751004016,0.5146972049689441,0.5904416212946159,0.5081967213114754,0.5193448939446512,Gold
P0029,54,0.48148148148148145,0.7407407407407407,0.12962962962962962,847.9015288289635,537.0370370370371,240.74074074074073,0.42592592592592593,0.6071428571428571,0.5757575757575758,0.5161290322580645,0.625,0.5,0.5365853658536586,0.4411764705882353,0.5526315789473685,0.45061728395061723,0.5439758670870726,0.4888809182209469,0.625,0.5192869572927672,Gold
P0223,72,0.5277777777777778,0.7916666666666666,0.18055555555555555,845.1524500244564,347.22222222222223,138.88888888888889,0.5277777777777778,0.46808510638297873,0.4782608695652174,0.48,0.5849056603773585,0.5,0.5531914893617021,0.5652173913043478,0.41509433962264153,0.5,0.46579486150140503,0.559204440333025,0.5849056603773585,0.5192445813624701,Gold
P0014,69,0.5072463768115942,0.7391304347826086,0.10144927536231885,840.610899417636,333.3333333333333,173.91304347826087,0.4492753623188406,0.5434782608695652,0.46938775510204084,0.46808510638297873,0.5918367346938775,0.5,0.5490196078431373,0.5,0.65,0.4492753623188406,0.540390841813136,0.5245098039215687,0.5918367346938775,0.5183468593727963,Gold
P0194,58,0.6379310344827587,0.7931034482758621,0.20689655172413793,832.9424156483093,482.7586206896552,224.13793103448276,0.4482758620689655,0.5227272727272727,0.48484848484848486,0.45161290322580644,0.5405405405405406,0.5405405405405406,0.47368421052631576,0.525,0.41379310344827586,0.5459770114942529,0.4821684549854739,0.4993421052631579,0.5405405405405406,0.5176963402348334,Gold
P0177,54,0.5555555555555556,0.7222222222222222,0.3333333333333333,847.698106425188,555.5555555555555,296.2962962962963,0.4444444444444444,0.5,0.5384615384615384,0.6571428571428571,0.47058823529411764,0.5263157894736842,0.5483870967741935,0.5428571428571428,0.35294117647058826,0.537037037037037,0.5090999557717824,0.5456221198156681,0.47058823529411764,0.517641910489908,Gold
P0065,60,0.48333333333333334,0.7166666666666667,0.23333333333333334,854.9716191377632,366.66666666666663,233.33333333333334,0.4166666666666667,0.41025641025641024,0.40540540540540543,0.48717948717948717,0.6410256410256411,0.47619047619047616,0.55,0.5454545454545454,0.43478260869565216,0.4777777777777778,0.45210224558050643,0.5477272727272727,0.6410256410256411,0.5172281004020135,Gold
P0188,66,0.45454545454545453,0.6666666666666666,0.18181818181818182,857.2457000587059,303.03030303030306,151.51515151515153,0.5303030303030303,0.4878048780487805,0.5116279069767442,0.5294117647058824,0.675,0.46511627906976744,0.5217391304347826,0.5,0.5306122448979592,0.4343434343434343,0.5032362916805974,0.5108695652173914,0.675,0.5170699737039446,Gold
P0236,57,0.543859649122807,0.7192982456140351,0.2807017543859649,829.8869512154599,350.8771929824561,157.89473684210526,0.49122807017543857,0.45714285714285713,0.6666666666666666,0.3953488372093023,0.5476190476190477,0.47368421052631576,0.5789473684210527,0.5555555555555556,0.5142857142857142,0.5146198830409356,0.46011540479104734,0.5672514619883041,0.5476190476190477,0.5164847778360631,Gold
P0070,69,0.6666666666666666,0.6666666666666666,0.11594202898550725,853.0446215632081,420.28985507246375,202.8985507246377,0.6086956521739131,0.5652173913043478,0.48936170212765956,0.5,0.49019607843137253,0.4791666666666667,0.675,0.5510204081632653,0.46808510638297873,0.4830917874396135,0.5031172910884982,0.6130102040816326,0.49019607843137253,0.5161034699880569,Gold
P0099,60,0.5166666666666667,0.6333333333333333,0.25,825.8230999721847,366.66666666666663,166.66666666666666,0.48333333333333334,0.43243243243243246,0.6097560975609756,0.6923076923076923,0.5897435897435898,0.5,0.48717948717948717,0.5121951219512195,0.4878048780487805,0.4666666666666666,0.5281362506972263,0.4996873045653534,0.5897435897435898,0.5150976623903453,Gold
P0103,75,0.5066666666666667,0.8,0.17333333333333334,843.9682801263544,466.6666666666667,266.6666666666667,0.48,0.4489795918367347,0.5777777777777777,0.5348837209302325,0.5510204081632653,0.44680851063829785,0.6346153846153846,0.5121951219512195,0.45098039215686275,0.49333333333333335,0.47041305389053195,0.573405253283302,0.5510204081632653,0.5144674540453291,Gold
P0163,67,0.5074626865671642,0.6716417910447762,0.22388059701492538,855.2133815447379,417.910447761194,134.32835820895522,0.4626865671641791,0.5116279069767442,0.6428571428571429,0.5121951219512195,0.6170212765957447,0.5,0.5,0.5111111111111111,0.4791666666666667,0.4676616915422886,0.5007474238986576,0.5055555555555555,0.6170212765957447,0.5143763864154165,Gold
P0215,47,0.574468085106383,0.7872340425531915,0.23404255319148937,854.2344322143116,361.7021276595745,170.2127659574468,0.425531914893617,0.5294117647058824,0.4864864864864865,0.5142857142857142,0.45161290322580644,0.5294117647058824,0.5833333333333334,0.5357142857142857,0.45161290322580644,0.5319148936170214,0.5061805367308213,0.5595238095238095,0.45161290322580644,0.5141706587920001,Silver
P0084,71,0.6056338028169014,0.7323943661971831,0.07042253521126761,854.6288326185722,366.19718309859155,267.6056338028169,0.5070422535211268,0.5957446808510638,0.4166666666666667,0.5652173913043478,0.5476190476190477,0.4166666666666667,0.5,0.46511627906976744,0.6739130434782609,0.4694835680751173,0.5628854455750848,0.4825581395348837,0.5476190476190477,0.5138781039758477,Silver
P0071,49,0.673469387755102,0.7346938775510204,0.20408163265306123,865.0417337852917,367.34693877551024,163.26530612244898,0.42857142857142855,0.4642857142857143,0.5454545454545454,0.4857142857142857,0.48484848484848486,0.5714285714285714,0.5161290322580645,0.5428571428571428,0.4594594594594595,0.5374149659863946,0.4952220077220077,0.5294930875576036,0.48484848484848486,0.5135032657590262,Silver
P0003,60,0.5,0.8166666666666667,0.16666666666666666,828.7513037452306,350.0,283.3333333333333,0.4666666666666667,0.6,0.5277777777777778,0.4594594594594595,0.6052631578947368,0.5588235294117647,0.40476190476190477,0.4358974358974359,0.525,0.49444444444444446,0.535820747217806,0.42032967032967034,0.6052631578947368,0.5133705970880894,Silver
P0039,74,0.5675675675675675,0.7972972972972973,0.2702702702702703,849.4623355468726,594.5945945945946,189.1891891891892,0.3918918918918919,0.5849056603773585,0.45454545454545453,0.5098039215686274,0.48936170212765956,0.47058823529411764,0.46808510638297873,0.5636363636363636,0.40425531914893614,0.545045045045045,0.49238828409726,0.5158607350096711,0.48936170212765956,0.5133276213891134,Silver
P0038,52,0.5192307692307693,0.7115384615384616,0.25,835.1368290751926,365.38461538461536,96.15384615384616,0.4807692307692308,0.5757575757575758,0.53125,0.5,0.6,0.5625,0.34375,0.4827586206896552,0.5428571428571428,0.4935897435897436,0.5452786796536796,0.4132543103448276,0.6,0.5132776103207138,Silver
P0178,58,0.5862068965517241,0.7241379310344828,0.15517241379310345,836.1979269466208,362.0689655172414,86.20689655172414,0.43103448275862066,0.5641025641025641,0.7619047619047619,0.5428571428571428,0.6060606060606061,0.3611111111111111,0.5,0.47058823529411764,0.5128205128205128,0.48850574712643674,0.49522283272283274,0.4852941176470588,0.6060606060606061,0.5132551769843859,Silver
P0008,56,0.5535714285714286,0.75,0.26785714285714285,846.643142434417,392.85714285714283,196.42857142857142,0.5535714285714286,0.47368421052631576,0.4,0.5,0.5333333333333333,0.43243243243243246,0.6111111111111112,0.4523809523809524,0.48717948717948717,0.5238095238095238,0.47332403253455885,0.5317460317460317,0.5333333333333333,0.5131656497445971,Silver
P0093,66,0.6212121212121212,0.6818181818181818,0.16666666666666666,847.8808490314212,500.0,166.66666666666666,0.5303030303030303,0.5652173913043478,0.4782608695652174,0.5555555555555556,0.5897435897435898,0.5238095238095238,0.35555555555555557,0.5,0.5365853658536586,0.4898989898989899,0.5452919591307714,0.4277777777777778,0.5897435897435898,0.5129536988285662,Silver
P0050,53,0.5660377358490566,0.6981132075471698,0.1509433962264151,838.8581554575296,452.8301886792453,188.67924528301887,0.37735849056603776,0.5625,0.6857142857142857,0.4166666666666667,0.6551724137931034,0.4722222222222222,0.45714285714285713,0.5526315789473685,0.40540540540540543,0.4716981132075471,0.4641985735735736,0.5048872180451128,0.6551724137931034,0.5129309231946589,Silver
P0145,66,0.48484848484848486,0.6818181818181818,0.25757575757575757,850.1746563866853,318.1818181818182,227.27272727272725,0.3787878787878788,0.5652173913043478,0.6511627906976745,0.45,0.6097560975609756,0.5625,0.5625,0.5,0.3191489361702128,0.4747474747474747,0.47421658186864013,0.53125,0.6097560975609756,0.5129010543546062,Silver
P0111,54,0.5740740740740741,0.7407407407407407,0.18518518518518517,854.3884784692797,407.4074074074074,203.7037037037037,0.5,0.47058823529411764,0.21875,0.45,0.5263157894736842,0.5128205128205128,0.5,0.5666666666666667,0.5789473684210527,0.5,0.5030890291339207,0.5333333333333333,0.5263157894736842,0.5127947527189014,Silver
P0047,77,0.6103896103896104,0.7662337662337663,0.23376623376623376,859.2047474960584,402.5974025974026,298.7012987012987,0.4935064935064935,0.5272727272727272,0.4489795918367347,0.3877551020408163,0.5416666666666666,0.6078431372549019,0.41818181818181815,0.46153846153846156,0.5434782608695652,0.5367965367965368,0.5165873068595026,0.43986013986013983,0.5416666666666666,0.5127246990009138,Silver
P0203,55,0.4909090909090909,0.7454545454545455,0.2,848.7988197524655,400.0,145.45454545454544,0.509090909090909,0.4473684210526316,0.6153846153846154,0.575,0.48717948717948717,0.5517241379310345,0.4722222222222222,0.6666666666666666,0.5428571428571428,0.47878787878787876,0.5292374254602022,0.5694444444444444,0.48717948717948717,0.5127233866657642,Silver
P0124,65,0.5538461538461539,0.6923076923076923,0.2153846153846154,825.4595472865119,400.0,169.23076923076923,0.47692307692307695,0.5,0.41025641025641024,0.6111111111111112,0.5609756097560976,0.5,0.5,0.5454545454545454,0.38461538461538464,0.4871794871794872,0.49893162393162394,0.5227272727272727,0.5609756097560976,0.5123388670949647,Silver
P0012,52,0.5769230769230769,0.6153846153846154,0.17307692307692307,861.7880188129567,269.2307692307692,153.84615384615387,0.5,0.5,0.38235294117647056,0.5294117647058824,0.5757575757575758,0.4722222222222222,0.5,0.6,0.5151515151515151,0.4551282051282051,0.5041963755199049,0.55,0.5757575757575758,0.5119675259381142,Silver
P0187,52,0.5192307692307693,0.6730769230769231,0.25,824.5376615537467,346.15384615384613,230.76923076923077,0.5384615384615384,0.46153846153846156,0.45161290322580644,0.4473684210526316,0.5789473684210527,0.5588235294117647,0.6052631578947368,0.45161290322580644,0.4722222222222222,0.48076923076923084,0.48498815855627,0.5284380305602716,0.5789473684210527,0.5111199180381744,Silver
P0049,50,0.62,0.64,0.06,871.504243827702,320.0,220.0,0.56,0.5,0.42857142857142855,0.5161290322580645,0.5277777777777778,0.3333333333333333,0.625,0.6176470588235294,0.6571428571428571,0.44,0.5016513056835638,0.6213235294117647,0.5277777777777778,0.5110826270293063,Silver
P0174,59,0.4915254237288136,0.6949152542372882,0.13559322033898305,829.3452167122803,474.5762711864407,322.03389830508473,0.4915254237288136,0.42857142857142855,0.5641025641025641,0.5641025641025641,0.6046511627906976,0.5853658536585366,0.5128205128205128,0.5853658536585366,0.3902439024390244,0.4406779661016949,0.4920709371928884,0.5490931832395247,0.6046511627906976,0.5095456807725955,Silver
P0107,60,0.5,0.6333333333333333,0.2,836.3908644583437,516.6666666666667,233.33333333333334,0.5833333333333334,0.5,0.5208333333333334,0.625,0.4864864864864865,0.5128205128205128,0.5476190476190477,0.5,0.7142857142857143,0.4444444444444444,0.5880265567765568,0.5238095238095238,0.4864864864864865,0.5089288601788602,Silver
P0001,72,0.5138888888888888,0.7222222222222222,0.19444444444444445,826.399685798609,277.77777777777777,222.2222222222222,0.4583333333333333,0.5116279069767442,0.6041666666666666,0.5106382978723404,0.5384615384615384,0.4339622641509434,0.5416666666666666,0.6415094339622641,0.40476190476190477,0.47685185185185186,0.46524759344048316,0.5915880503144654,0.5384615384615384,0.5088718365111287,Silver
P0040,54,0.5925925925925926,0.7222222222222222,0.24074074074074073,841.2495085894321,388.8888888888889,185.18518518518516,0.3333333333333333,0.5384615384615384,0.5294117647058824,0.4857142857142857,0.5277777777777778,0.38461538461538464,0.5263157894736842,0.5135135135135135,0.4878048780487805,0.5185185185185185,0.4741490217099973,0.5199146514935988,0.5277777777777778,0.5082261378590005,Silver
P0243,60,0.6,0.75,0.1,860.142421367479,333.3333333333333,216.66666666666669,0.4666666666666667,0.6052631578947368,0.34146341463414637,0.41025641025641024,0.5641025641025641,0.6153846153846154,0.4523809523809524,0.42857142857142855,0.5476190476190477,0.4833333333333334,0.5446308077887025,0.44047619047619047,0.5641025641025641,0.5080790437632544,Silver
P0053,60,0.5166666666666667,0.7333333333333333,0.1,849.1335816908005,333.3333333333333,216.66666666666669,0.5166666666666667,0.5625,0.5428571428571428,0.5384615384615384,0.5135135135135135,0.42105263157894735,0.45454545454545453,0.6666666666666666,0.6097560975609756,0.45,0.5329425669003653,0.5606060606060606,0.5135135135135135,0.5080478335560171,Silver
P0126,55,0.45454545454545453,0.7818181818181819,0.16363636363636364,854.2230097524447,345.45454545454544,218.18181818181816,0.41818181818181815,0.6216216216216216,0.5277777777777778,0.5675675675675675,0.5428571428571428,0.48484848484848486,0.5641025641025641,0.4594594594594595,0.4358974358974359,0.4666666666666666,0.5274837774837775,0.5117810117810118,0.5428571428571428,0.507956421956422,Silver
P0018,60,0.5,0.7666666666666667,0.26666666666666666,862.5194128099099,500.0,233.33333333333334,0.45,0.37777777777777777,0.6046511627906976,0.4857142857142857,0.6153846153846154,0.45,0.3333333333333333,0.6097560975609756,0.5,0.5111111111111111,0.45337301587301587,0.4715447154471545,0.6153846153846154,0.5078858661663539,Silver
P0120,49,0.5306122448979592,0.8367346938775511,0.20408163265306123,850.587879135728,489.7959183673469,163.26530612244898,0.6326530612244898,0.6285714285714286,0.5405405405405406,0.5294117647058824,0.5,0.45714285714285713,0.40625,0.48148148148148145,0.5483870967741935,0.5238095238095238,0.5408782867985904,0.4438657407407407,0.5,0.5078381160708011,Silver
