Provider_ID,Members,BP_Control_Rate,A1c_Control_Rate,LDL_Control_Rate,BCS_Closure,COL_Closure,KED_Closure,SPC_Closure,CBP_Closure,ER_Visits_per_1000,Admit_Rate_per_1000,Readmission_Rate,Avg_PMPM,Avg_HCC_Count,AWV_Rate,Recapture_Rate,Depression_Screening_Rate,FUH_Rate,Avg_SDOH_Burden,Chronic_Score,Preventive_Score,Care_Coordination_Score,Behavioral_Score,Equity_Adjusted,Composite_VBC_Score,Provider_Tier,Estimated_Incentive
P0025,49,0.4897959183673469,0.6530612244897959,0.2857142857142857,0.2857142857142857,0.3673469387755102,0.3877551020408163,0.5510204081632653,0.4897959183673469,326.53061224489795,102.04081632653062,0.0,822.8704081632653,2.306122448979592,0.5306122448979592,0.7551020408163265,0.5714285714285714,0.08163265306122448,0.5510204081632653,0.4761904761904761,0.326530612244898,0.2346938775510204,0.5714285714285714,0.34625850340136055,0.38051020408163266,Bronze,223.74
P0026,49,0.4897959183673469,0.5714285714285714,0.3469387755102041,0.30612244897959184,0.30612244897959184,0.24489795918367346,0.673469387755102,0.4897959183673469,265.30612244897964,102.04081632653062,0.02040816326530612,808.4865306122448,2.6122448979591835,0.40816326530612246,0.7959183673469388,0.46938775510204084,0.061224489795918366,0.47619047619047616,0.4693877551020407,0.30612244897959184,0.15306122448979592,0.46938775510204084,0.3401360544217687,0.34591836734693876,Bronze,203.4
P0027,61,0.4262295081967213,0.7213114754098361,0.21311475409836064,0.36065573770491804,0.2786885245901639,0.2786885245901639,0.5737704918032787,0.4262295081967213,311.4754098360656,114.75409836065575,0.03278688524590164,817.4272131147541,2.622950819672131,0.4918032786885246,0.6065573770491803,0.47540983606557374,0.08196721311475409,0.546448087431694,0.453551912568306,0.319672131147541,0.180327868852459,0.47540983606557374,0.33196721311475413,0.34938524590163933,Bronze,255.75
P0028,63,0.6031746031746031,0.6666666666666666,0.25396825396825395,0.2857142857142857,0.3333333333333333,0.2857142857142857,0.7142857142857143,0.6031746031746031,301.58730158730157,47.61904761904761,0.015873015873015872,824.2725396825397,2.8095238095238093,0.47619047619047616,0.7301587301587301,0.5714285714285714,0.015873015873015872,0.49206349206349204,0.5079365079365079,0.30952380952380953,0.15079365079365079,0.5714285714285714,0.3595238095238095,0.3709920634920635,Bronze,280.47
P0029,48,0.4375,0.6041666666666666,0.25,0.3125,0.3541666666666667,0.3333333333333333,0.7291666666666666,0.4375,208.33333333333334,104.16666666666667,0.0,846.8722916666667,2.4583333333333335,0.5208333333333334,0.75,0.4583333333333333,0.0625,0.5,0.4305555555555555,0.33333333333333337,0.19791666666666666,0.4583333333333333,0.33194444444444443,0.34770833333333334,Bronze,200.28
P0030,52,0.4807692307692308,0.5192307692307693,0.40384615384615385,0.36538461538461536,0.38461538461538464,0.3076923076923077,0.7692307692307693,0.5,288.46153846153845,38.46153846153847,0.0,820.7080769230769,2.423076923076923,0.4807692307692308,0.6538461538461539,0.38461538461538464,0.038461538461538464,0.46794871794871795,0.4679487179487179,0.375,0.17307692307692307,0.38461538461538464,0.3746794871794871,0.36341346153846155,Bronze,226.77
P0031,60,0.5333333333333333,0.65,0.21666666666666667,0.35,0.31666666666666665,0.2833333333333333,0.55,0.5333333333333333,333.3333333333333,133.33333333333334,0.05,852.138,2.45,0.55,0.6333333333333333,0.48333333333333334,0.03333333333333333,0.5277777777777778,0.4666666666666666,0.3333333333333333,0.15833333333333333,0.48333333333333334,0.3472222222222222,0.35541666666666666,Bronze,255.9
P0032,63,0.5555555555555556,0.6031746031746031,0.19047619047619047,0.3492063492063492,0.38095238095238093,0.4126984126984127,0.746031746031746,0.5555555555555556,333.3333333333333,142.85714285714286,0.031746031746031744,810.2788888888889,2.7142857142857144,0.42857142857142855,0.6507936507936508,0.38095238095238093,0.07936507936507936,0.49206349206349204,0.4497354497354497,0.36507936507936506,0.24603174603174602,0.38095238095238093,0.3582010582010582,0.3672222222222222,Bronze,277.62
P0033,56,0.48214285714285715,0.7142857142857143,0.25,0.2857142857142857,0.25,0.3392857142857143,0.5892857142857143,0.48214285714285715,339.2857142857143,71.42857142857143,0.017857142857142856,813.0139285714286,2.6964285714285716,0.6071428571428571,0.6964285714285714,0.5535714285714286,0.05357142857142857,0.5059523809523809,0.48214285714285715,0.26785714285714285,0.19642857142857142,0.5535714285714286,0.3244047619047619,0.3549107142857143,Bronze,238.5
P0034,72,0.5833333333333334,0.8055555555555556,0.3055555555555556,0.375,0.2777777777777778,0.3611111111111111,0.7083333333333334,0.5833333333333334,347.22222222222223,55.55555555555555,0.0,823.7059722222223,2.8333333333333335,0.5138888888888888,0.7361111111111112,0.5416666666666666,0.041666666666666664,0.537037037037037,0.5648148148148148,0.3263888888888889,0.2013888888888889,0.5416666666666666,0.39189814814814816,0.40427083333333336,Bronze,349.29
P0035,45,0.5555555555555556,0.6666666666666666,0.26666666666666666,0.2,0.26666666666666666,0.37777777777777777,0.8,0.5555555555555556,333.3333333333333,200.0,0.022222222222222223,832.4904444444444,2.8222222222222224,0.5777777777777777,0.7111111111111111,0.4444444444444444,0.1111111111111111,0.4888888888888889,0.4962962962962963,0.23333333333333334,0.24444444444444444,0.4444444444444444,0.31592592592592594,0.3479444444444444,Bronze,187.89
P0036,62,0.46774193548387094,0.5967741935483871,0.24193548387096775,0.3548387096774194,0.27419354838709675,0.2903225806451613,0.6935483870967742,0.46774193548387094,322.5806451612903,129.03225806451613,0.016129032258064516,829.1187096774194,2.5161290322580645,0.4838709677419355,0.7096774193548387,0.5,0.0967741935483871,0.44086021505376344,0.43548387096774194,0.31451612903225806,0.1935483870967742,0.5,0.3309139784946237,0.34762096774193546,Bronze,258.63
P0037,71,0.5915492957746479,0.5633802816901409,0.352112676056338,0.43661971830985913,0.36619718309859156,0.36619718309859156,0.6338028169014085,0.5915492957746479,267.6056338028169,56.33802816901409,0.0,815.9609859154929,2.267605633802817,0.4507042253521127,0.6901408450704225,0.5211267605633803,0.028169014084507043,0.4272300469483568,0.5023474178403756,0.4014084507042254,0.1971830985915493,0.5211267605633803,0.4091549295774648,0.4039788732394366,Bronze,344.19
P0038,66,0.6212121212121212,0.6363636363636364,0.3181818181818182,0.3333333333333333,0.4090909090909091,0.25757575757575757,0.7272727272727273,0.6212121212121212,303.03030303030306,75.75757575757576,0.0,819.3249999999999,2.6818181818181817,0.48484848484848486,0.7121212121212122,0.5909090909090909,0.030303030303030304,0.48484848484848486,0.5252525252525252,0.3712121212121212,0.14393939393939392,0.5909090909090909,0.39974747474747474,0.39821969696969695,Bronze,315.39
P0039,57,0.43859649122807015,0.7017543859649122,0.3508771929824561,0.22807017543859648,0.3333333333333333,0.3333333333333333,0.7543859649122807,0.43859649122807015,245.6140350877193,105.26315789473684,0.0,783.3654385964912,2.3859649122807016,0.543859649122807,0.7719298245614035,0.45614035087719296,0.07017543859649122,0.49122807017543857,0.49707602339181284,0.2807017543859649,0.20175438596491227,0.45614035087719296,0.339766081871345,0.35622807017543856,Bronze,243.66
P0040,67,0.44776119402985076,0.5970149253731343,0.1791044776119403,0.23880597014925373,0.373134328358209,0.3283582089552239,0.5671641791044776,0.4626865671641791,313.43283582089555,74.62686567164178,0.014925373134328358,799.2786567164179,2.298507462686567,0.4626865671641791,0.7910447761194029,0.47761194029850745,0.029850746268656716,0.5124378109452736,0.4079601990049751,0.30597014925373134,0.1791044776119403,0.47761194029850745,0.3057213930348259,0.328320895522388,Bronze,263.97
P0041,59,0.6101694915254238,0.6949152542372882,0.3220338983050847,0.3559322033898305,0.4067796610169492,0.3220338983050847,0.711864406779661,0.6101694915254238,254.23728813559322,186.4406779661017,0.01694915254237288,819.2138983050847,2.7966101694915255,0.4915254237288136,0.711864406779661,0.5084745762711864,0.1016949152542373,0.45197740112994345,0.5423728813559322,0.3813559322033898,0.211864406779661,0.5084745762711864,0.41666666666666663,0.4137711864406779,Bronze,292.95
P0042,62,0.45161290322580644,0.5806451612903226,0.22580645161290322,0.3548387096774194,0.41935483870967744,0.3548387096774194,0.7096774193548387,0.45161290322580644,274.19354838709677,193.54838709677418,0.04838709677419355,823.3167741935483,2.467741935483871,0.5806451612903226,0.6935483870967742,0.4838709677419355,0.11290322580645161,0.47849462365591394,0.41935483870967744,0.3870967741935484,0.2338709677419355,0.4838709677419355,0.3553763440860215,0.3710483870967742,Bronze,276.06
P0043,57,0.5789473684210527,0.6842105263157895,0.19298245614035087,0.2807017543859649,0.3508771929824561,0.3157894736842105,0.7017543859649122,0.5789473684210527,210.52631578947367,192.98245614035088,0.0,782.7659649122808,2.6315789473684212,0.5964912280701754,0.6842105263157895,0.5263157894736842,0.07017543859649122,0.49707602339181284,0.4853801169590643,0.3157894736842105,0.19298245614035087,0.5263157894736842,0.3508771929824561,0.3684210526315789,Bronze,252.0
P0044,70,0.4857142857142857,0.5571428571428572,0.21428571428571427,0.4142857142857143,0.34285714285714286,0.37142857142857144,0.6428571428571429,0.4857142857142857,257.1428571428571,214.28571428571428,0.02857142857142857,819.5187142857143,2.757142857142857,0.42857142857142855,0.6428571428571429,0.42857142857142855,0.12857142857142856,0.5047619047619047,0.41904761904761906,0.37857142857142856,0.25,0.42857142857142855,0.3483333333333334,0.36546428571428574,Bronze,306.99
P0045,55,0.41818181818181815,0.6727272727272727,0.2545454545454545,0.2545454545454545,0.3090909090909091,0.36363636363636365,0.7090909090909091,0.41818181818181815,290.9090909090909,90.9090909090909,0.01818181818181818,816.6318181818182,2.418181818181818,0.43636363636363634,0.7090909090909091,0.4727272727272727,0.03636363636363636,0.4909090909090909,0.44848484848484843,0.2818181818181818,0.2,0.4727272727272727,0.31606060606060604,0.33968181818181814,Bronze,224.19
P0046,57,0.43859649122807015,0.631578947368421,0.17543859649122806,0.19298245614035087,0.3508771929824561,0.24561403508771928,0.6666666666666666,0.43859649122807015,192.98245614035088,52.63157894736842,0.0,800.7957894736842,2.3508771929824563,0.43859649122807015,0.6140350877192983,0.40350877192982454,0.03508771929824561,0.5497076023391813,0.4152046783625731,0.27192982456140347,0.14035087719298245,0.40350877192982454,0.2885964912280702,0.3042543859649123,Bronze,208.11
P0047,63,0.5714285714285714,0.6507936507936508,0.19047619047619047,0.3968253968253968,0.3492063492063492,0.3492063492063492,0.6507936507936508,0.5873015873015873,285.7142857142857,142.85714285714286,0.015873015873015872,844.7012698412699,2.4285714285714284,0.6190476190476191,0.6825396825396826,0.5238095238095238,0.09523809523809523,0.455026455026455,0.47089947089947093,0.373015873015873,0.2222222222222222,0.5238095238095238,0.3764550264550265,0.38781746031746034,Bronze,293.19
P0048,63,0.5238095238095238,0.7142857142857143,0.2857142857142857,0.3492063492063492,0.36507936507936506,0.38095238095238093,0.7142857142857143,0.5238095238095238,253.96825396825395,111.1111111111111,0.031746031746031744,829.5914285714287,2.634920634920635,0.5238095238095238,0.6190476190476191,0.49206349206349204,0.06349206349206349,0.5343915343915343,0.5079365079365079,0.3571428571428571,0.2222222222222222,0.49206349206349204,0.37910052910052905,0.39218253968253963,Bronze,296.49
P0049,64,0.546875,0.671875,0.1875,0.46875,0.359375,0.34375,0.6875,0.546875,343.75,125.0,0.0,834.6153125,2.484375,0.546875,0.703125,0.484375,0.046875,0.421875,0.46875,0.4140625,0.1953125,0.484375,0.39921875,0.3915234375,Bronze,300.69
P0050,63,0.5873015873015873,0.5555555555555556,0.31746031746031744,0.31746031746031744,0.4126984126984127,0.4444444444444444,0.746031746031746,0.5873015873015873,317.46031746031747,95.23809523809523,0.0,818.7020634920635,2.4761904761904763,0.3333333333333333,0.6666666666666666,0.4603174603174603,0.047619047619047616,0.4973544973544973,0.48677248677248675,0.36507936507936506,0.24603174603174602,0.4603174603174603,0.3761904761904762,0.38896825396825396,Bronze,294.06
P0051,45,0.5111111111111111,0.4666666666666667,0.24444444444444444,0.35555555555555557,0.37777777777777777,0.28888888888888886,0.6444444444444445,0.5111111111111111,311.11111111111114,133.33333333333334,0.022222222222222223,847.704,2.933333333333333,0.4222222222222222,0.7777777777777778,0.6222222222222222,0.06666666666666667,0.5037037037037037,0.4074074074074074,0.3666666666666667,0.17777777777777776,0.6222222222222222,0.33666666666666667,0.36216666666666664,Bronze,195.57
P0052,61,0.45901639344262296,0.5901639344262295,0.21311475409836064,0.3114754098360656,0.22950819672131148,0.3114754098360656,0.5901639344262295,0.45901639344262296,262.29508196721315,147.54098360655738,0.01639344262295082,821.9293442622951,2.5245901639344264,0.4918032786885246,0.7049180327868853,0.5409836065573771,0.03278688524590164,0.5245901639344263,0.4207650273224044,0.27049180327868855,0.1721311475409836,0.5409836065573771,0.2931693989071038,0.3263524590163935,Bronze,238.89
P0053,58,0.6206896551724138,0.6896551724137931,0.3620689655172414,0.3275862068965517,0.4482758620689655,0.3793103448275862,0.7068965517241379,0.6206896551724138,275.8620689655172,68.9655172413793,0.0,809.0587931034484,2.8620689655172415,0.5,0.603448275862069,0.5172413793103449,0.05172413793103448,0.4827586206896552,0.557471264367816,0.3879310344827586,0.21551724137931033,0.5172413793103449,0.4244252873563218,0.42271551724137924,Bronze,294.21
P0054,60,0.6833333333333333,0.7,0.16666666666666666,0.45,0.4,0.3333333333333333,0.65,0.7,166.66666666666666,66.66666666666667,0.016666666666666666,827.2990000000001,2.8833333333333333,0.5666666666666667,0.85,0.5333333333333333,0.05,0.5,0.5166666666666667,0.42500000000000004,0.19166666666666665,0.5333333333333333,0.4208333333333334,0.41604166666666664,Bronze,299.55
P0055,63,0.4603174603174603,0.7142857142857143,0.31746031746031744,0.3492063492063492,0.2698412698412698,0.2698412698412698,0.7301587301587301,0.4603174603174603,158.73015873015873,142.85714285714286,0.015873015873015872,815.0953968253968,2.761904761904762,0.49206349206349204,0.6825396825396826,0.5238095238095238,0.06349206349206349,0.43915343915343913,0.4973544973544974,0.30952380952380953,0.16666666666666666,0.5238095238095238,0.3595238095238096,0.36623015873015874,Bronze,276.87
P0056,51,0.4117647058823529,0.6078431372549019,0.35294117647058826,0.2549019607843137,0.3137254901960784,0.35294117647058826,0.6862745098039216,0.4117647058823529,215.68627450980392,78.43137254901961,0.0,827.3192156862744,2.176470588235294,0.6666666666666666,0.6470588235294118,0.5294117647058824,0.0196078431372549,0.47058823529411764,0.45751633986928103,0.28431372549019607,0.18627450980392157,0.5294117647058824,0.3238562091503268,0.3471078431372549,Bronze,212.43
P0057,72,0.5138888888888888,0.6111111111111112,0.3055555555555556,0.3472222222222222,0.4166666666666667,0.2638888888888889,0.6111111111111112,0.5138888888888888,430.5555555555556,97.22222222222223,0.041666666666666664,823.0654166666667,2.513888888888889,0.4583333333333333,0.7361111111111112,0.5416666666666666,0.06944444444444445,0.48148148148148145,0.47685185185185186,0.3819444444444444,0.16666666666666669,0.5416666666666666,0.38125,0.3832291666666667,Bronze,331.11
P0058,60,0.55,0.7166666666666667,0.26666666666666666,0.35,0.35,0.43333333333333335,0.6833333333333333,0.5666666666666667,250.0,166.66666666666666,0.016666666666666666,812.6078333333334,2.45,0.38333333333333336,0.7666666666666667,0.5333333333333333,0.03333333333333333,0.43333333333333335,0.5111111111111111,0.35,0.23333333333333334,0.5333333333333333,0.3872222222222222,0.39891666666666664,Bronze,287.22
P0059,62,0.4838709677419355,0.6774193548387096,0.3225806451612903,0.2903225806451613,0.2903225806451613,0.4032258064516129,0.7580645161290323,0.5161290322580645,387.09677419354836,96.77419354838709,0.03225806451612903,819.9711290322581,2.7903225806451615,0.43548387096774194,0.7258064516129032,0.532258064516129,0.04838709677419355,0.47849462365591394,0.49462365591397844,0.2903225806451613,0.22580645161290322,0.532258064516129,0.3446236559139785,0.3710483870967742,Bronze,276.06
P0060,61,0.5409836065573771,0.7213114754098361,0.3114754098360656,0.4098360655737705,0.22950819672131148,0.21311475409836064,0.7213114754098361,0.5409836065573771,278.6885245901639,65.57377049180329,0.0,827.5221311475409,2.5901639344262297,0.4262295081967213,0.6557377049180327,0.5901639344262295,0.06557377049180328,0.5136612021857924,0.5245901639344263,0.319672131147541,0.13934426229508196,0.5901639344262295,0.3707650273224044,0.3797950819672131,Bronze,278.01
P0061,63,0.4444444444444444,0.6666666666666666,0.2698412698412698,0.36507936507936506,0.3492063492063492,0.2222222222222222,0.6984126984126984,0.4444444444444444,507.9365079365079,95.23809523809523,0.015873015873015872,819.0944444444444,2.619047619047619,0.6190476190476191,0.6825396825396826,0.5079365079365079,0.047619047619047616,0.5079365079365079,0.4603174603174603,0.3571428571428571,0.1349206349206349,0.5079365079365079,0.35793650793650794,0.3588492063492063,Bronze,271.29
P0062,50,0.58,0.78,0.28,0.34,0.38,0.3,0.56,0.58,260.0,140.0,0.02,823.3556,2.72,0.42,0.68,0.52,0.06,0.5066666666666666,0.5466666666666666,0.36,0.18,0.52,0.4026666666666666,0.4024,Bronze,241.44
P0063,52,0.5192307692307693,0.7692307692307693,0.28846153846153844,0.3076923076923077,0.36538461538461536,0.3269230769230769,0.6538461538461539,0.5192307692307693,307.69230769230774,76.92307692307693,0.0,813.2878846153847,2.519230769230769,0.40384615384615385,0.7692307692307693,0.38461538461538464,0.057692307692307696,0.5576923076923077,0.5256410256410257,0.33653846153846156,0.19230769230769232,0.38461538461538464,0.3753205128205128,0.3750480769230769,Bronze,234.03
